config,run,traced,wall_ms
spike,1,1,816.330
spike,2,1,41.692
spike,3,1,41.041
spike,4,1,46.280
spike,5,1,41.146
spike,6,1,40.767
spike,7,1,41.592
spike,8,1,41.211
spike,9,1,41.225
spike,10,1,51.832
spike,11,1,40.857
spike,12,1,40.787
