config,run,kind,key,count,bytes,ms
x86-warm,9,module,ucrtbase.dll,1,0.000,1.006
x86-warm,9,module,<unknown>,1,0.000,1.000
x86-warm,9,module,7z.exe,1,0.000,0.998
x86-warm,9,readying,7z.exe,15,0.000,56.901
x86-warm,9,readying,conhost.exe,2,0.000,6.744
x86-warm,9,readying,MsMpEng.exe,1,0.000,2.035
x86-warm,9,readying,powershell.exe,2,0.000,0.576
x86-warm,9,readying,lsass.exe,11,0.000,0.298
x86-warm,9,readying,csrss.exe,2,0.000,0.032
x86-warm,10,module,ntoskrnl.exe,14,0.000,14.029
x86-warm,10,module,7z.dll,8,0.000,7.980
x86-warm,10,module,ntdll.dll,4,0.000,4.057
x86-warm,10,module,wow64.dll,1,0.000,1.000
x86-warm,10,module,FLTMGR.SYS,1,0.000,1.000
x86-warm,10,readying,7z.exe,16,0.000,62.065
x86-warm,10,readying,conhost.exe,2,0.000,7.982
x86-warm,10,readying,MsMpEng.exe,2,0.000,2.206
x86-warm,10,readying,powershell.exe,2,0.000,0.649
x86-warm,10,readying,lsass.exe,11,0.000,0.344
x86-warm,10,readying,csrss.exe,2,0.000,0.041
x86-warm,11,module,ntoskrnl.exe,11,0.000,10.987
x86-warm,11,module,7z.dll,9,0.000,8.993
x86-warm,11,module,ntdll.dll,8,0.000,8.039
x86-warm,11,module,FLTMGR.SYS,1,0.000,1.004
x86-warm,11,module,vgk.sys,1,0.000,1.000
x86-warm,11,module,wow64.dll,1,0.000,0.948
x86-warm,11,readying,7z.exe,17,0.000,58.551
x86-warm,11,readying,conhost.exe,2,0.000,7.099
x86-warm,11,readying,MsMpEng.exe,1,0.000,2.227
x86-warm,11,readying,powershell.exe,2,0.000,0.661
x86-warm,11,readying,lsass.exe,11,0.000,0.315
x86-warm,11,readying,csrss.exe,2,0.000,0.042
x86-warm,12,module,ntoskrnl.exe,9,0.000,9.012
x86-warm,12,module,7z.dll,9,0.000,8.996
x86-warm,12,module,ntdll.dll,4,0.000,3.997
x86-warm,12,module,oleaut32.dll,1,0.000,1.067
x86-warm,12,module,vgk.sys,1,0.000,1.000
x86-warm,12,module,KernelBase.dll,1,0.000,1.000
x86-warm,12,module,Ntfs.sys,1,0.000,1.000
x86-warm,12,readying,7z.exe,17,0.000,55.458
x86-warm,12,readying,conhost.exe,2,0.000,7.114
x86-warm,12,readying,MsMpEng.exe,1,0.000,2.165
x86-warm,12,readying,powershell.exe,2,0.000,0.715
x86-warm,12,readying,lsass.exe,11,0.000,0.337
x86-warm,12,readying,csrss.exe,2,0.000,0.037
