config,run,traced,wall_ms
spike,1,1,1003.719
spike,2,1,190.296
spike,3,1,194.938
spike,4,1,194.007
spike,5,1,191.936
spike,6,1,191.517
spike,7,1,203.530
spike,8,1,202.638
spike,9,1,192.655
spike,10,1,197.937
spike,11,1,198.260
spike,12,1,194.528
